1239	2	11917
11917	5	1239
1239	2	4496
4496	5	1239
1239	2	20384
20384	5	1239
1239	2	17048
17048	5	1239
1239	2	22519
22519	5	1239
1239	2	17419
17419	5	1239
1239	2	2788
2788	5	1239
1239	0	37010
37010	9	1239
1239	0	11019
11019	9	1239
1239	0	6274
6274	9	1239
1239	0	37806
37806	9	1239
1239	0	34349
34349	9	1239
1239	0	43171
43171	9	1239
1239	0	24958
24958	9	1239
625	2	18495
18495	5	625
625	2	26426
26426	5	625
625	2	13584
13584	5	625
625	2	24250
24250	5	625
625	2	46808
46808	5	625
625	2	17609
17609	5	625
625	2	25633
25633	5	625
625	2	49732
49732	5	625
625	2	10655
10655	5	625
625	2	50069
50069	5	625
625	2	19807
19807	5	625
625	2	28841
28841	5	625
625	2	17277
17277	5	625
625	2	38438
38438	5	625
625	2	25741
25741	5	625
625	2	22679
22679	5	625
625	2	52941
52941	5	625
625	2	62853
62853	5	625
625	2	32428
32428	5	625
625	2	19614
19614	5	625
625	2	63638
63638	5	625
625	2	52972
52972	5	625
625	2	58260
58260	5	625
625	2	51189
51189	5	625
625	2	37531
37531	5	625
625	2	48059
48059	5	625
625	2	36293
36293	5	625
625	2	55917
55917	5	625
625	2	26731
26731	5	625
625	2	41945
41945	5	625
625	2	42306
42306	5	625
625	2	43363
43363	5	625
625	2	20092
20092	5	625
625	2	60805
60805	5	625
625	2	55627
55627	5	625
625	2	47013
47013	5	625
625	2	51711
51711	5	625
625	2	33221
33221	5	625
625	2	23646
23646	5	625
625	2	23947
23947	5	625
625	0	13894
13894	9	625
625	0	16252
16252	9	625
625	0	64643
64643	9	625
625	0	48528
48528	9	625
625	0	58116
58116	9	625
625	0	51626
51626	9	625
625	0	50679
50679	9	625
625	0	35727
35727	9	625
625	0	53154
53154	9	625
625	0	8943
8943	9	625
625	0	32767
32767	9	625
625	0	51376
51376	9	625
625	0	22454
22454	9	625
625	0	55656
55656	9	625
625	0	31541
31541	9	625
625	0	55053
55053	9	625
625	0	11539
11539	9	625
625	0	14370
14370	9	625
625	0	30023
30023	9	625
625	0	25665
25665	9	625
625	0	28772
28772	9	625
625	0	44298
44298	9	625
625	0	18756
18756	9	625
625	0	49209
49209	9	625
625	0	24138
24138	9	625
625	0	35974
35974	9	625
625	0	53769
53769	9	625
625	0	16054
16054	9	625
625	0	27335
27335	9	625
585	0	51705
51705	9	585
585	0	8492
8492	9	585
585	0	28965
28965	9	585
585	0	9519
9519	9	585
585	0	23564
23564	9	585
585	0	27147
27147	9	585
585	0	45744
45744	9	585
585	0	50844
50844	9	585
585	0	47689
47689	9	585
585	0	2898
2898	9	585
585	0	9292
9292	9	585
585	0	55538
55538	9	585
585	0	19459
19459	9	585
585	0	23065
23065	9	585
585	0	36217
36217	9	585
585	0	47936
47936	9	585
585	0	59055
59055	9	585
585	0	54376
54376	9	585
585	0	39462
39462	9	585
585	0	50019
50019	9	585
585	0	5100
5100	9	585
585	0	57619
57619	9	585
585	0	33198
33198	9	585
585	0	37908
37908	9	585
585	0	47772
47772	9	585
585	0	63489
63489	9	585
